BID, Date String, Is Free Play, Was Really Absent, Title,ID,Date,X,Y,Z,Orientation,Index,Product_Registration,File_Path,File_Name,DLP_File_Date_UTC,Time_Zone_Offset,Number_Recordings,File_Hours,ClientGroup_Name,ClientGroup_ID,Child_ChildKey,Child_ChildID,Child_DOB,Child_Age,Child_Gender,Child_EnrollDate,DLP,ITS_Version,AWC,Turn_Count,Child_Voc_Count,CHN,Child_Voc_Duration,Child_NonVoc_Duration,FAN_Word_Count,FAN,FAN_NonVoc_Duration,MAN_Word_Count,MAN,MAN_NonVoc_Duration,CXN,OLN,TVN,NON,SIL,FUZ,AVA_RS,AVA_SS,EMLU,AVA_DA,Recording_Index,Elapsed_Time,Clock_Time_TZAdj,Average_SignalLevel,Peak_SignalLevel,Block_Duration,Block_Number,Block_Type,Init_by
4B,2017-03-24 14:08:11.433,False,False,ChildLocation,Child4,2017-03-24 14:08:11.433,0.549446523189545,2.58790159225464,0.791398644447327,999.7,
4B,2017-03-24 14:08:12.727,False,False,ChildLocation,Child4,2017-03-24 14:08:12.727,0.498145878314972,2.54967725276947,0.901781678199768,126.689959522162,
4B,2017-03-24 14:08:13.429,False,False,ChildLocation,Child4,2017-03-24 14:08:13.429,0.490148812532425,2.54981970787048,0.901781678199768,131.540812233406,
4B,2017-03-24 14:08:14.724,False,False,ChildLocation,Child4,2017-03-24 14:08:14.724,0.509165555238724,2.55307650566101,0.903558135032654,145.327008789553,
4B,2017-03-24 14:08:15.426,False,False,ChildLocation,Child4,2017-03-24 14:08:15.426,0.517202079296112,2.55024898052216,0.903558135032654,134.963737723107,
4B,2017-03-24 14:08:16.728,False,False,ChildLocation,Child4,2017-03-24 14:08:16.728,0.51595601439476,2.55076169967651,0.904539585113525,133.422269792998,
4B,2017-03-24 14:08:17.429,False,False,ChildLocation,Child4,2017-03-24 14:08:17.429,0.510600477457047,2.55853569507599,0.904539585113525,144.492695351341,
4B,2017-03-24 14:08:18.724,False,False,ChildLocation,Child4,2017-03-24 14:08:18.724,0.524268925189972,2.55045700073242,0.891556560993195,163.015626443757,
4B,2017-03-24 14:08:19.439,False,False,ChildLocation,Child4,2017-03-24 14:08:19.439,0.525939285755157,2.55388450622559,0.891556560993195,162.377768541471,
4B,2017-03-24 14:08:20.726,False,False,ChildLocation,Child4,2017-03-24 14:08:20.726,0.522489070892334,2.55738723278046,0.887072145938873,157.529513282998,
4B,2017-03-24 14:08:21.428,False,False,ChildLocation,Child4,2017-03-24 14:08:21.428,0.522393792867661,2.54747664928436,0.887072145938873,152.525944071528,
4B,2017-03-24 14:08:22.726,False,False,ChildLocation,Child4,2017-03-24 14:08:22.726,0.519758522510529,2.55889964103699,0.883173286914825,139.731518841988,
4B,2017-03-24 14:08:23.433,False,False,ChildLocation,Child4,2017-03-24 14:08:23.433,0.504541873931885,2.56158304214478,0.883173286914825,166.402943785436,
4B,2017-03-24 14:08:24.715,False,False,ChildLocation,Child4,2017-03-24 14:08:24.715,0.511620074510574,2.60963273048401,0.905778229236603,-0.26576814619485,
4B,2017-03-24 14:08:25.432,False,False,ChildLocation,Child4,2017-03-24 14:08:25.432,0.524264067411423,2.62264597415924,0.905778229236603,63.9416312000066,
4B,2017-03-24 14:08:26.727,False,False,ChildLocation,Child4,2017-03-24 14:08:26.727,0.53327277302742,2.58819246292114,0.903129935264587,172.86067364356,
4B,2017-03-24 14:08:27.422,False,False,ChildLocation,Child4,2017-03-24 14:08:27.422,0.531897097826004,2.58304333686829,0.903129935264587,174.646494944846,
4B,2017-03-24 14:08:28.717,False,False,ChildLocation,Child4,2017-03-24 14:08:28.717,0.507958814501762,2.57568860054016,0.899817705154419,139.453628804824,
4B,2017-03-24 14:08:29.435,False,False,ChildLocation,Child4,2017-03-24 14:08:29.435,0.509176477789879,2.56545925140381,0.899817705154419,126.59427383083,
4B,2017-03-24 14:08:30.737,False,False,ChildLocation,Child4,2017-03-24 14:08:30.737,0.534338504076004,2.54772996902466,0.894084870815277,176.741318940932,
4B,2017-03-24 14:08:31.440,False,False,ChildLocation,Child4,2017-03-24 14:08:31.440,0.53830349445343,2.56000983715057,0.894084870815277,173.051988304917,
4B,2017-03-24 14:08:32.236,False,False,ChildLocation,Child4,2017-03-24 14:08:32.236,0.517465576529503,2.56860327720642,0.887478590011597,147.112859864549,
T2B,03/24/2017 08:30:44,False,False,,,,,,,,24866,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,3.70,0.00,0.00,0.00,0.00,0.00,3.70,1.36,0.00,0.00,0.00,0.00,4.11,0.00,0.00,0.00,0.00,0.00,0.345,ORH,ORH,ORH,1,0.00,03/24/2017 08:30:44,-26.74,-5.72,5.47,1.00,AIOCF,FA
T2B,03/24/2017 08:30:49,False,False,,,,,,,,24867,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.47,0.00,0.93,0.00,4.06,0.345,ORH,ORH,ORH,1,5.47,03/24/2017 08:30:49,-19.31,-9.92,9.46,1.00,Pause,Pause
T2B,03/24/2017 08:30:58,False,False,,,,,,,,24868,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,8.64,0.00,0.00,0.00,0.00,0.00,8.64,2.08,0.00,0.00,0.00,0.00,2.16,0.85,0.00,0.00,0.00,0.00,0.345,ORH,ORH,ORH,1,14.93,03/24/2017 08:30:58,-24.25,-13.40,5.09,2.00,AIOCF,FA
T2B,03/24/2017 08:31:04,False,False,,,,,,,,24869,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,1.00,0.00,1.17,4.52,0.345,ORH,ORH,ORH,1,20.02,03/24/2017 08:31:04,-26.92,-9.74,7.75,2.00,Pause,Pause
T2B,03/24/2017 08:31:11,False,False,,,,,,,,24870,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,6.43,0.00,0.00,0.00,0.00,0.00,6.43,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.345,ORH,ORH,ORH,1,27.77,03/24/2017 08:31:11,-28.46,-15.61,2.38,3.00,AMF,FA
T2B,03/24/2017 08:31:14,False,False,,,,,,,,24871,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,16.88,0.00,0.00,0.00,3.41,0.345,ORH,ORH,ORH,1,30.15,03/24/2017 08:31:14,-21.21,-11.26,21.29,3.00,Pause,Pause
T2B,03/24/2017 08:31:35,False,False,,,,,,,,24872,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,60.54,0.00,0.00,0.00,0.00,0.00,60.54,17.20,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,2.07,1.94,0.345,ORH,ORH,ORH,1,51.44,03/24/2017 08:31:35,-28.24,-14.28,22.28,4.00,AMF,FA
T2B,03/24/2017 08:31:57,False,False,,,,,,,,24873,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,6.04,0.345,ORH,ORH,ORH,1,73.72,03/24/2017 08:31:57,-38.25,-17.31,6.84,4.00,Pause,Pause
T2B,03/24/2017 08:32:04,False,False,,,,,,,,24874,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,7.41,0.00,0.00,0.00,0.00,0.00,7.41,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.345,ORH,ORH,ORH,1,80.56,03/24/2017 08:32:04,-24.79,-17.41,1.83,5.00,AMF,FA
T2B,03/24/2017 08:32:06,False,False,,,,,,,,24875,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,8.99,0.345,ORH,ORH,ORH,1,82.39,03/24/2017 08:32:06,-41.61,-27.66,12.04,5.00,Pause,Pause
T2B,03/24/2017 08:32:18,False,False,,,,,,,,24876,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,12.51,0.00,0.00,0.00,0.00,0.00,12.51,3.38,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,3.86,0.345,ORH,ORH,ORH,1,94.43,03/24/2017 08:32:18,-33.04,-15.59,8.06,6.00,XIOCA,CX
T2B,03/24/2017 08:32:26,False,False,,,,,,,,24877,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,0.80,0.00,3.48,0.345,ORH,ORH,ORH,1,102.49,03/24/2017 08:32:26,-26.98,-10.91,6.34,6.00,Pause,Pause
T2B,03/24/2017 08:32:32,False,False,,,,,,,,24878,102-001447,C:\Users\Psychology\Desktop\DEBBIELENA\ALL,e20170324_145847_007539.its,2017-03-24 12:30:44,4,2,4.11,Ladybug Debbie School,G04,58C2F20800001D73,C236,1997-03-06,240,F,2017-03-10,7539,4.6.0,73.84,0.00,0.00,0.00,0.00,0.00,73.84,25.35,1.63,0.00,1.00,1.00,0.80,0.00,0.00,0.00,3.70,0.00,0.345,ORH,ORH,ORH,1,108.83,03/24/2017 08:32:32,-34.03,-18.88,30.85,7.00,AIOCF,FA
